#chrom	cdsStart	cdsEnd	name2
chr1	142790232	142790232	RP11-423O2.3
chr1	142790582	142790582	RP11-423O2.2
chr1	142791487	142791487	RP11-423O2.1
chr1	142799586	142799586	ASNSP5
chr1	142803531	142803531	ANKRD20A14P
chr1	143243808	143243808	RP11-782C8.6
chr1	143245163	143245163	RP11-782C8.7
chr1	143245822	143245822	RP11-782C8.8
chr1	143342843	143342843	RP11-435B5.1
chr1	143343558	143343558	RP11-435B5.2
chr1	143719703	143719703	RP6-206I17.4
chr1	144043971	144043971	RP3-365I19.2
chr1	144392142	144392142	RP6-137J22.3
chr1	144612265	144612265	PFN1P2
chr1	144615130	144615130	RP11-640M9.2
chr1	144615130	144615130	RP11-640M9.2
chr1	144676873	144676873	WI2-1896O14.1
chr1	145088038	145088038	RP4-725K1.1
chr1	145139024	145139024	NUDT4P1
chr1	145139026	145139026	NUDT4P1
chr1	145509859	145509859	GNRHR2
chr1	145924826	145924826	PDZK1P1
chr1	146059925	146059925	PFN1P5
chr1	146076837	146076837	ABHD17AP2
chr1	146214650	146214650	WI2-3658N16.1
chr1	146234448	146234448	WI2-3658N16.1
chr1	146244508	146244508	WI2-3658N16.1
chr1	146310554	146310554	HYDIN2
chr1	146392309	146392309	PFN1P8
chr1	146490894	146490894	NBPF13P
chr1	146522378	146522378	RP11-325P15.1
chr1	146553886	146553886	RP11-325P15.2
chr1	146649691	146649691	PDIA3P
chr1	146650370	146650370	PDIA3P
chr1	146674856	146674856	CCT8P1
chr1	146695145	146695145	RP11-337C18.7
chr1	146790827	146790827	RP11-337C18.4
chr1	146890776	146890776	OR13Z1P
chr1	146917311	146917311	OR13Z2P
chr1	146953987	146953987	OR13Z3P
chr1	147313095	147313095	RP11-314N2.2
chr1	147466532	147466532	PDZK1P2
chr1	147552867	147552867	XXyac-YX155B6.2
chr1	147560783	147560783	XXyac-YX155B6.2
chr1	147601779	147601779	PFN1P4
chr1	147618672	147618672	ABHD17AP1
chr1	147706572	147706572	RP11-301M17.2
chr1	147718439	147718439	RP11-301M17.1
chr1	147760106	147760106	RP11-495P10.9
chr1	147789798	147789798	RP11-495P10.4
chr1	147907214	147907214	RP11-495P10.10
chr1	147983306	147983306	RP3-328E19.5
chr1	148000212	148000212	RP3-328E19.4
chr1	148193171	148193171	RP11-289I10.2
chr1	148193337	148193337	RP11-289I10.2
chr1	148229951	148229951	RP11-289I10.3
chr1	148349255	148349255	PFN1P3
chr1	148542872	148542872	RP11-666A1.4
chr1	148574652	148574652	PFN1P7
chr1	148598463	148598463	RP11-666A1.3
chr1	148616291	148616291	RP11-666A1.7
chr1	148644010	148644010	PPIAL4E
chr1	148644085	148644085	PPIAL4E
chr1	148736688	148736688	PFN1P6
chr1	148760505	148760505	RP11-763B22.3
chr1	148778319	148778319	RP11-763B22.10
chr1	148806014	148806014	PPIAL4F
chr1	148806092	148806092	PPIAL4F
chr1	148853802	148853802	RP11-763B22.7
chr1	148854137	148854137	RP11-763B22.9
chr1	148864593	148864593	NKAIN1P1
chr1	148900614	148900614	DRD5P2
chr1	148901742	148901742	DRD5P2
chr1	148902341	148902341	DRD5P2
chr1	149036434	149036434	RP11-744H18.1
chr1	149089874	149089874	NBPF23
chr1	149094535	149094535	NBPF23
chr1	149114654	149114654	PFN1P12
chr1	149261185	149261185	RP11-403I13.6
chr1	149279015	149279015	RP11-403I13.10
chr1	149340658	149340658	RP5-998N21.3
chr1	149369293	149369293	FCGR1C
chr1	149369356	149369356	FCGR1C
chr1	149398798	149398798	HIST2H2BB
chr1	149424565	149424565	RP5-998N21.8
chr1	149524786	149524786	RP11-277L2.6
chr1	149576612	149576612	RP11-353N4.6
chr1	149627340	149627340	RP11-353N4.7
chr1	149646784	149646784	RP11-353N4.2
chr1	149664576	149664576	RP11-353N4.3
chr1	149689367	149689367	AL358813.1
chr1	149725850	149725850	RP11-196G18.1
chr1	149814607	149814607	HIST2H2BD
chr1	149821759	149821759	HIST2H2BC
chr1	150025845	150025845	RP11-458I7.1
chr1	150752747	150752747	RP11-363I22.3
chr1	150772948	150772948	UBE2D3P3
chr1	150853711	150853711	RP11-235D19.2
chr1	150876371	150876371	RP11-235D19.3
chr1	151084387	151084387	RP11-68I18.2
chr1	151529921	151529921	RP11-74C1.2
chr1	151730134	151730134	RP11-98D18.7
chr1	151921998	151921998	KRT8P28
chr1	151991137	151991137	AL450992.6
chr1	152050427	152050427	SPTLC1P4
chr1	152096913	152096913	HDHD1P2
chr1	152372052	152372052	HMGN3P1
chr1	152616868	152616868	RP1-52J10.9
chr1	152709993	152709993	RP1-43O17.1
chr1	152716774	152716774	RP1-43O17.2
chr1	152996437	152996437	RP1-20N18.4
chr1	153112966	153112966	SPRR2C
chr1	153197555	153197555	RP1-140J1.4
chr1	153352296	153352296	AL591704.5
chr1	153369066	153369066	AL591704.7
chr1	153399495	153399495	AL591704.9
chr1	153689778	153689778	RP11-216N14.1
chr1	153767648	153767648	RP11-216N14.5
chr1	153824581	153824581	RP11-216N14.7
chr1	153863070	153863070	RP11-759F5.1
chr1	153968107	153968107	RP11-422P24.9
chr1	154051341	154051341	RPS7P2
chr1	154349441	154349441	RP11-350G8.4
chr1	154350682	154350682	RP11-350G8.3
chr1	154386844	154386844	RP11-350G8.7
chr1	155121019	155121019	HMGN2P18
chr1	155121019	155121019	HMGN2P18
chr1	155184158	155184158	GBAP1
chr1	155200765	155200765	MTX1P1
chr1	155402968	155402968	POU5F1P4
chr1	155402970	155402970	POU5F1P4
chr1	155535840	155535840	RP11-29H23.7
chr1	155556434	155556434	DAP3P1
chr1	155560391	155560391	RP11-29H23.6
chr1	155584516	155584516	RP11-29H23.5
chr1	155715619	155715619	MSTO2P
chr1	155715619	155715619	MSTO2P
chr1	155815157	155815157	RP11-101O6.2
chr1	156293301	156293301	AL589685.1
chr1	157029023	157029023	RP11-110J1.2
chr1	157043048	157043048	KRT8P45
chr1	157098153	157098153	CYCSP52
chr1	157599728	157599728	RP4-801G22.2
chr1	157606089	157606089	RP4-801G22.3
chr1	157678875	157678875	RP11-367J7.4
chr1	157693969	157693969	VDAC1P9
chr1	157830986	157830986	MRPS21P2
chr1	157894854	157894854	RP11-451O13.1
chr1	158145639	158145639	ELL2P1
chr1	158165422	158165422	RP11-404O13.4
chr1	158236542	158236542	HMGN1P5
chr1	158414857	158414857	OR10T1P
chr1	158423987	158423987	EI24P2
chr1	158461008	158461008	OR10R3P
chr1	158484574	158484574	OR10R1P
chr1	158493461	158493461	RP11-144L1.8
chr1	158664328	158664328	OR6K1P
chr1	158693902	158693902	OR6K4P
chr1	158693902	158693902	OR6K4P
chr1	158711935	158711935	OR6K5P
chr1	158765803	158765803	OR2AQ1P
chr1	158778188	158778188	OR10AA1P
chr1	158778188	158778188	OR10AA1P
chr1	158848535	158848535	RP11-393K10.1
chr1	159050922	159050922	RP11-520H16.4
chr1	159246292	159246292	MPTX1
chr1	159246307	159246307	MPTX1
chr1	159248830	159248830	OR10J2P
chr1	159320882	159320882	OR10J7P
chr1	159335950	159335950	OR10J8P
chr1	159375212	159375212	OR10J9P
chr1	159527157	159527157	RP11-740C1.2
chr1	159551409	159551409	OR10AE1P
chr1	159568087	159568087	OR10J6P
chr1	159674772	159674772	CRPP1
chr1	159728959	159728959	RP11-419N10.5
chr1	159990089	159990089	RP11-226L15.1
chr1	160236129	160236129	RP11-179G5.1
chr1	160287192	160287192	SUMO1P3
chr1	160639937	160639937	SETP9
chr1	160667759	160667759	AL121985.1
chr1	160817799	160817799	RP11-312J18.3
chr1	160864769	160864769	RP11-312J18.5
chr1	160905326	160905326	RP11-312J18.7
chr1	161004623	161004623	RP11-544M22.3
chr1	161348496	161348496	RRM2P2
chr1	161375857	161375857	RP11-122G18.7
chr1	161506360	161506360	RPS23P10
chr1	161576080	161576080	HSPA7
chr1	161587781	161587781	RPS23P9
chr1	161654627	161654627	RPL31P11
chr1	161860729	161860729	RP11-456P18.2
chr1	162415338	162415338	SLAMF6P1
chr1	162511121	162511121	UQCRBP2
chr1	162794584	162794584	RP11-331H2.4
chr1	162949340	162949340	RP11-331H2.3
chr1	163207003	163207003	RP11-267N12.2
chr1	163392194	163392194	RP11-408E1.1
chr1	163738575	163738575	RP4-640E24.1
chr1	164312241	164312241	NMNAT1P2
chr1	164326003	164326003	HMGB3P6
chr1	164890554	164890554	RP11-403P14.1
chr1	165466960	165466960	RP11-541H12.1
chr1	165550849	165550849	RP11-306I1.1
chr1	165640492	165640492	RP11-466F5.3
chr1	165645546	165645546	RP11-466F5.4
chr1	165677519	165677519	RP11-466F5.6
chr1	165788589	165788589	RP11-466F5.9
chr1	165788589	165788589	RP11-466F5.9
chr1	165910471	165910471	RP11-7G12.2
chr1	165991451	165991451	RP11-7G12.1
chr1	166244865	166244865	RP11-9L18.2
chr1	166443981	166443981	FMO7P
chr1	166535414	166535414	FMO8P
chr1	166535414	166535414	FMO8P
chr1	166635121	166635121	FMO10P
chr1	166716615	166716615	RPL4P2
chr1	166732570	166732570	FMO11P
chr1	166765502	166765502	CNN2P10
chr1	166837984	166837984	DUTP6
chr1	167131659	167131659	RP11-277B15.1
chr1	167488772	167488772	AKR1D1P1
chr1	167560628	167560628	RP3-455J7.3
chr1	167789135	167789135	RP1-313L4.4
chr1	168025138	168025138	GCSHP5
chr1	168179853	168179853	RPL34P1
chr1	168184642	168184642	RP1-69E11.3
chr1	168215025	168215025	ANKRD36BP1
chr1	168338291	168338291	RP5-1059H15.1
chr1	168418909	168418909	QRSL1P1
chr1	168511974	168511974	RP4-738P11.3
chr1	168547890	168547890	RP4-738P11.4
chr1	168867373	168867373	SUMO1P2
chr1	168907704	168907704	RPL29P7
chr1	169443297	169443297	RP1-206D15.5
chr1	169455379	169455379	AL021068.1
chr1	169959207	169959207	MRPS10P1
chr1	169990598	169990598	AL356475.1
chr1	170084776	170084776	SIGLEC30P
chr1	170180150	170180150	ISCUP1
chr1	170338363	170338363	HAUS4P1
chr1	171052705	171052705	RP5-1092L12.2
chr1	171240092	171240092	HMGB1P11
chr1	171314227	171314227	RP4-798A17.5
chr1	171314243	171314243	TOP1P1
chr1	171361367	171361367	GM2AP2
chr1	171413837	171413837	RP1-81F6.1
chr1	171639656	171639656	PFN1P1
chr1	171652267	171652267	RPL4P3
chr1	171720682	171720682	RP4-560B9.5
chr1	171724942	171724942	RP4-560B9.6
chr1	171731213	171731213	RP4-560B9.4
chr1	171772656	171772656	RP4-612B18.3
chr1	171793749	171793749	RP4-612B18.1
chr1	171793762	171793762	RP4-612B18.1
chr1	172717699	172717699	SLC25A38P1
chr1	172855086	172855086	AIMP1P2
chr1	173110238	173110238	GOT2P2
chr1	173320827	173320827	RP11-296O14.1
chr1	173331535	173331535	RP11-296O14.2
chr1	173710812	173710812	RP11-360D2.2
chr1	174059273	174059273	RPL30P1
chr1	174059280	174059280	RPL30P1
chr1	174336242	174336242	RP4-809F4.1
chr1	174725987	174725987	BANF1P4
chr1	174818804	174818804	NDUFAF4P4
chr1	174861553	174861553	RP1-102G20.2
chr1	174891243	174891243	RP1-102G20.4
chr1	175013761	175013761	SDCCAG3P2
chr1	175266215	175266215	RP5-1114G22.1
chr1	175891110	175891110	RP11-318C24.1
chr1	176200335	176200335	RP11-195C7.2
chr1	176241618	176241618	RP11-195C7.3
chr1	176274807	176274807	RP11-357J22.1
chr1	176336834	176336834	MORF4L1P7
chr1	176585403	176585403	PTP4A1P7
chr1	176585408	176585408	PTP4A1P7
chr1	178163476	178163476	RP11-21M7.2
chr1	178380750	178380750	RP4-765C7.2
chr1	178715817	178715817	PTPN2P1
chr1	179004443	179004443	RP11-177A2.5
chr1	179106898	179106898	RP11-345I18.1
chr1	179152868	179152868	SETP10
chr1	179170839	179170839	EIF4A1P11
chr1	179190072	179190072	RP11-345I18.4
chr1	179224867	179224867	COX5BP8
chr1	179240250	179240250	RP11-345I18.6
chr1	179416712	179416712	MEF2AP1
chr1	179416736	179416736	HNRNPA1P54
chr1	179555839	179555839	RP11-545A16.3
chr1	179937820	179937820	RP11-533E19.3
chr1	179969572	179969572	RP11-52I18.1
chr1	180403934	180403934	VDAC1P4
chr1	180933646	180933646	RP11-46A10.6
chr1	180939972	180939972	RP11-46A10.8
chr1	182151864	182151864	GS1-122H1.3
chr1	182297631	182297631	RP11-416K24.1
chr1	182305135	182305135	RP11-416K24.2
chr1	182305136	182305136	RP11-416K24.2
chr1	182403027	182403027	RP1-223H12.5
chr1	182410711	182410711	TEDDM1P1
chr1	182702926	182702926	RP11-317P15.6
chr1	182911249	182911249	HMGN1P4
chr1	182924524	182924524	RP11-505O17.1
chr1	182928208	182928208	KRT18P28
chr1	183235736	183235736	RP11-548N1.1
chr1	183678439	183678439	RP11-293B7.1
chr1	184535644	184535644	GS1-115G20.2
chr1	185040698	185040698	FTH1P25
chr1	185140466	185140466	CTA-253N17.1
chr1	185195939	185195939	RPL5P5
chr1	185231417	185231417	RP4-635A23.3
chr1	185249975	185249975	RP4-635A23.4
chr1	185404970	185404970	CTA-277P6.1
chr1	186547410	186547410	GS1-304P7.2
chr1	186549646	186549646	GS1-304P7.1
chr1	187475969	187475969	RP11-445P19.2
chr1	187505232	187505232	RP11-393M18.1
chr1	187532192	187532192	FDPSP1
chr1	187675691	187675691	RP11-393M18.4
chr1	187683373	187683373	RP5-925F19.1
chr1	188036428	188036428	RP11-134C1.1
chr1	188211269	188211269	RP11-405P11.1
chr1	188640483	188640483	RP11-669M2.2
chr1	188663450	188663450	RPS3AP9
chr1	189005091	189005091	CLPTM1LP1
chr1	189101480	189101480	RP11-373J16.2
chr1	189958699	189958699	RP11-113I24.1
chr1	190750916	190750916	RP11-463J7.1
chr1	190766653	190766653	RP11-463J7.3
chr1	191115154	191115154	HNRNPA1P46
chr1	191148650	191148650	RP11-309H21.4
chr1	192215837	192215837	RP11-142L4.3
chr1	192216634	192216634	RP11-142L4.2
chr1	192685312	192685312	MIR4426
chr1	192685312	192685312	MIR4426
chr1	192765662	192765662	RP3-419C19.3
chr1	192769700	192769700	RP3-419C19.2
chr1	192962578	192962578	ZNF101P2
chr1	193725944	193725944	RPL23AP22
chr1	194158096	194158096	EEF1A1P14
chr1	194687924	194687924	RP11-489C13.1
chr1	197107877	197107877	RP11-32D17.4
chr1	197191351	197191351	RP11-332L8.1
chr1	197332946	197332946	MRPS21P3
chr1	197657889	197657889	EEF1A1P32
chr1	197704765	197704765	RP11-448G4.2
chr1	197715880	197715880	FAM204BP
chr1	198166908	198166908	RP11-401A10.2
chr1	198648267	198648267	PEBP1P3
chr1	198918144	198918144	RP11-16L9.1
chr1	199341004	199341004	RP11-104D3.1
chr1	199356268	199356268	RP11-104D3.2
chr1	199721618	199721618	RP11-2L13.1
chr1	199846105	199846105	RP11-567B20.1
chr1	199878048	199878048	RP11-567B20.2
chr1	200116658	200116658	RP11-47A17.2
chr1	200182655	200182655	FAM58BP
chr1	200182805	200182805	FAM58BP
chr1	200298288	200298288	RP11-532L16.1
chr1	200832935	200832935	RPL34P6
chr1	201398102	201398102	RP11-134G8.2
chr1	201489183	201489183	RP11-134G8.6
chr1	201947769	201947769	RP11-465N4.2
chr1	201997733	201997733	RP11-510N19.2
chr1	202008978	202008978	RP11-510N19.3
chr1	202065886	202065886	CRIP1P3
chr1	202137178	202137178	PTPRVP
chr1	202338653	202338653	RP11-396D18.1
chr1	202407523	202407523	RP11-175B9.2
chr1	202440936	202440936	RP11-175B9.3
chr1	202440991	202440991	RP11-175B9.3
chr1	202736356	202736356	RP11-480I12.2
chr1	202765157	202765157	SLC25A39P1
chr1	202822118	202822118	RP11-480I12.5
chr1	202842421	202842421	RP11-480I12.9
chr1	202880939	202880939	HNRNPA1P59
chr1	202955684	202955684	RP11-38O14.5
chr1	202968865	202968865	RP11-38O14.6
chr1	203224870	203224870	NPM1P40
chr1	203322492	203322492	RP11-435P24.2
chr1	203369393	203369393	RP11-435P24.3
chr1	203626096	203626096	RP11-90O23.1
chr1	203774748	203774748	RP11-397P13.6
chr1	203804712	203804712	RP11-397P13.7
chr1	203841701	203841701	KRT8P29
chr1	203872850	203872850	RP11-450D21.1
chr1	203872850	203872850	RP11-450D21.1
chr1	203923767	203923767	CBX1P3
chr1	204152133	204152133	RP11-203F10.1
chr1	204315903	204315903	RP11-203F10.6
chr1	204363668	204363668	RP11-739N20.3
chr1	204497972	204497972	RP11-430C7.2
chr1	204915735	204915735	RP11-494K3.2
chr1	205060290	205060290	RP11-536L3.4
chr1	205103773	205103773	RP11-383G10.1
chr1	205171318	205171318	RP11-383G10.3
chr1	205320374	205320374	SNRPGP10
chr1	205594610	205594610	RP11-6B6.3
chr1	206180053	206180053	RP11-38J22.2
chr1	206506677	206506677	RP11-421E17.4
chr1	206702247	206702247	RP11-534L20.4
chr1	206869181	206869181	RP11-343H5.4
chr1	207079272	207079272	RP11-564A8.8
chr1	207080963	207080963	RP11-564A8.4
chr1	207323521	207323521	RP11-164O23.5
chr1	207399142	207399142	C4BPAP2
chr1	207818578	207818578	CD46P1
chr1	207831798	207831798	RP11-57I17.3
chr1	207935928	207935928	RP11-454L1.2
chr1	208428634	208428634	RP11-2P2.1
chr1	208870713	208870713	RPS26P13
chr1	209346358	209346358	RP11-385M4.2
chr1	209405540	209405540	RP11-385M4.3
chr1	209441142	209441142	ATP5G2P1
chr1	209917717	209917717	ADORA2BP
chr1	210438980	210438980	ST13P19
chr1	210440224	210440224	ST13P19
chr1	210477028	210477028	RP4-667H12.4
chr1	210635688	210635688	RP5-879K22.1
chr1	211032518	211032518	IPO8P1
chr1	211346818	211346818	RP11-543B16.1
chr1	211346829	211346829	RP11-543B16.1
chr1	211380388	211380388	RP11-543B16.2
chr1	211380580	211380580	RP11-543B16.2
chr1	211590366	211590366	SNX25P1
chr1	211615615	211615615	ARPC3P2
chr1	211833530	211833530	FDPSP8
chr1	212109590	212109590	RP11-565J7.1
chr1	212224828	212224828	RPL21P28
chr1	212224865	212224865	RPL21P28
chr1	212482392	212482392	RP11-384C4.3
chr1	212820637	212820637	RP11-338C15.2
chr1	212997368	212997368	RP11-348H3.2
chr1	213026621	213026621	RP11-348H3.4
chr1	213028516	213028516	RP11-348H3.5
chr1	213602050	213602050	RPL31P13
chr1	214656155	214656155	RP11-365D23.4
chr1	214705537	214705537	KRT18P12
chr1	214778812	214778812	ABHD17AP3
chr1	214786302	214786302	RP11-365D23.2
chr1	215044076	215044076	GAPDHP24
chr1	215116465	215116465	RP11-323K10.1
chr1	215549826	215549826	VDAC1P10
chr1	216374976	216374976	MRPS18BP1
chr1	218023744	218023744	UBBP2
chr1	218474603	218474603	RP11-224O19.4
chr1	218511882	218511882	RP11-224O19.5
chr1	219054941	219054941	RP11-412H9.1
chr1	219373255	219373255	RIMKLBP2
chr1	219782858	219782858	ZC3H11B
chr1	219782968	219782968	ZC3H11B
chr1	220317305	220317305	RPS15AP12
chr1	220380959	220380959	RP11-568G11.4
chr1	220393632	220393632	RP11-568G11.5
chr1	220426911	220426911	MORF4L1P1
chr1	220440047	220440047	AURKAPS1
chr1	220487286	220487286	XRCC6P3
chr1	220490008	220490008	RP11-302I18.1
chr1	220621857	220621857	RP11-410C4.1
chr1	220628495	220628495	RP11-410C4.2
chr1	220641295	220641295	SLMO2P1
chr1	220799081	220799081	HDAC1P2
chr1	221307206	221307206	RP11-453O22.1
chr1	221723127	221723127	RP11-103C3.2
chr1	222435174	222435174	QRSL1P2
chr1	222641435	222641435	CICP13
chr1	222814755	222814755	RP11-378J18.6
chr1	223119066	223119066	NDUFB1P2
chr1	223741976	223741976	WI2-2998D17.2
chr1	223831811	223831811	SNRPEP10
chr1	224044280	224044280	PHBP11
chr1	224051427	224051427	ACTBP11
chr1	224135306	224135306	CICP5
chr1	224170455	224170455	RP11-504P24.2
chr1	224183596	224183596	RP11-504P24.3
chr1	224218405	224218405	RP11-504P24.5
chr1	224363177	224363177	RP11-365O16.1
chr1	224485347	224485347	RP11-365O16.5
chr1	224762135	224762135	AKR1B1P1
chr1	224848874	224848874	RP11-100E13.3
chr1	225990849	225990849	RP11-145A3.4
chr1	226151878	226151878	NDUFA3P3
chr1	226314878	226314878	RP11-396C23.3
chr1	226376570	226376570	RP11-275I14.2
chr1	226505715	226505715	YBX1P9
chr1	226599315	226599315	RP11-118H4.3
chr1	226626264	226626264	RP11-118H4.1
chr1	226680888	226680888	CDKN2AIPNLP1
chr1	226680888	226680888	CDKN2AIPNLP1
chr1	226969201	226969201	RPS27P5
chr1	227145769	227145769	RP5-1087E8.2
chr1	227421969	227421969	RP11-211A18.2
chr1	227452476	227452476	RP11-211A18.1
chr1	227598317	227598317	CTD-2090I13.2
chr1	227618226	227618226	CTD-2090I13.3
chr1	227621764	227621764	BTF3P9
chr1	227669953	227669953	RP11-275O4.4
chr1	227680729	227680729	TUBB8P10
chr1	227693882	227693882	TUBB8P9
chr1	227786124	227786124	RP4-566D2.1
chr1	227884592	227884592	ZNF847P
chr1	227885249	227885249	ZNF847P
chr1	227893750	227893750	ZNF847P
chr1	228162979	228162979	CICP26
chr1	228163090	228163090	CICP26
chr1	228302697	228302697	FAM96AP2
chr1	228322485	228322485	RP11-520H14.1
chr1	228636863	228636863	RP5-915N17.3
chr1	228651803	228651803	HIST3H2BA
chr1	228651913	228651913	HIST3H2BA
chr1	228696355	228696355	BTNL10
chr1	228744884	228744884	DUSP5P1
chr1	228785987	228785987	DUSP5P1
chr1	228823161	228823161	FTH1P2
chr1	228823163	228823163	FTH1P2
chr1	228912058	228912058	RP4-799G3.1
chr1	228993756	228993756	RP4-799G3.2
chr1	229177917	229177917	ISCA1P2
chr1	229406673	229406673	RP5-1061H20.3
chr1	229560766	229560766	RP5-1068B5.1
chr1	229706278	229706278	HMGN2P19
chr1	229824745	229824745	RP11-108F13.2
chr1	229840980	229840980	HMGB1P26
chr1	230451437	230451437	AL691479.1
chr1	230747754	230747754	RP11-543E8.2
chr1	231157356	231157356	RP11-423F24.3
chr1	231253576	231253576	RP5-1097F14.1
chr1	231611701	231611701	SNRPD2P2
chr1	232357683	232357683	RP11-284L19.1
chr1	233052980	233052980	RP4-659I19.1
chr1	233424613	233424613	RPS7P3
chr1	233431070	233431070	RP5-862P8.3
chr1	233971825	233971825	RP11-301G21.1
chr1	234162596	234162596	RAC1P7
chr1	234420717	234420717	RP4-799P18.5
chr1	234492449	234492449	RP5-827C21.1
chr1	235260501	235260501	RP4-597N16.1
chr1	235459179	235459179	RPL23AP23
chr1	235472934	235472934	AL391994.1
chr1	235500120	235500120	RP11-382D8.3
chr1	235524467	235524467	RP11-382D8.5
chr1	235596299	235596299	RP11-293G6__A.3
chr1	235683268	235683268	RP4-534P7.2
chr1	235700819	235700819	MTND6P14
chr1	235701351	235701351	MTND5P19
chr1	235703352	235703352	MTND4P10
chr1	235704711	235704711	RP11-293G6__B.4
chr1	235705058	235705058	MTND3P8
chr1	235705458	235705458	RP11-293G6__B.2
chr1	235729060	235729060	RP11-293G6__B.8
chr1	235777973	235777973	RP11-365D9.1
chr1	235901304	235901304	LDHAP2
chr1	236273360	236273360	RP4-764D2.1
chr1	236449275	236449275	RP11-478H16.1
chr1	236646464	236646464	ENO1P1
chr1	236982933	236982933	RP11-182B22.2
chr1	237144636	237144636	RPL35P1
chr1	237144638	237144638	RPL35P1
chr1	238090130	238090130	RP11-193H5.2
chr1	238111316	238111316	RP11-193H5.5
chr1	238112513	238112513	MTND6P15
chr1	238113035	238113035	MTND5P18
chr1	238271035	238271035	YWHAQP9
chr1	238431793	238431793	RP11-136B18.1
chr1	238654657	238654657	KRT18P32
chr1	238940348	238940348	MIPEPP2
chr1	239216047	239216047	RP11-307O1.1
chr1	240136086	240136086	RP11-438O11.1
chr1	240175945	240175945	RPS7P5
chr1	240305969	240305969	RP11-567G24.1
chr1	240333454	240333454	ADH5P3
chr1	240713166	240713166	RP11-467I20.4
chr1	240799898	240799898	RP11-467I20.3
chr1	240817540	240817540	RP11-467I20.5
chr1	240932719	240932719	PRKRIRP8
chr1	240986305	240986305	RFKP1
chr1	241082952	241082952	HNRNPA1P42
chr1	241161750	241161750	RP11-435F13.2
chr1	241468879	241468879	RP11-306K13.1
chr1	241995236	241995236	RP11-553N16.1
chr1	242079424	242079424	RP11-323D18.5
chr1	242121038	242121038	BECN1P1
chr1	242121041	242121041	BECN1P1
chr1	242156486	242156486	CFL1P4
chr1	242508859	242508859	RP11-513D4.3
chr1	242528490	242528490	RP11-513D4.2
chr1	242540224	242540224	RP11-513D4.1
chr1	242834441	242834441	RP11-435I3.1
chr1	242935921	242935921	RSL24D1P4
chr1	243045367	243045367	RP11-498M14.1
chr1	243138306	243138306	RP11-331N16.1
chr1	243218162	243218162	RP11-261C10.7
chr1	243430558	243430558	FCF1P7
chr1	243787967	243787967	FABP7P1
chr1	244558277	244558277	TGIF2P1
chr1	244761692	244761692	RP11-523K4.2
chr1	244857731	244857731	RP11-173A6.2
chr1	244857733	244857733	RP11-173A6.2
chr1	245286772	245286772	RP11-290P14.2
chr1	245446132	245446132	DNAJC19P8
chr1	246342079	246342079	CHCHD4P5
chr1	246690331	246690331	RP11-690C23.5
chr1	246691863	246691863	RP11-690C23.3
chr1	246795552	246795552	RP11-452J6.2
chr1	246918812	246918812	RP11-439E19.6
chr1	246981377	246981377	RP11-397A15.4
chr1	247178369	247178369	RP11-551G24.3
chr1	247206092	247206092	RP11-551G24.2
chr1	247248690	247248690	RP11-107G24.3
chr1	247282970	247282970	FGFR3P6
chr1	247338557	247338557	RP11-488L18.6
chr1	247347114	247347114	RP11-488L18.3
chr1	247353152	247353152	MIR3916
chr1	247353279	247353279	MIR3916
